"matchday","team1","team2","score1","score2","goal1","goal2","res","season"
"9","Joe Gage FC","AF Antastica",78.5,"65.5","4","0","4-0","2022/2023"
"9","Zoggiathebest99 Team","FC Tigrotto",60.5,"72","0","2","0-2","2022/2023"
"9","Aston Pirla","SS FelLazio",74,"70","3","2","3-2","2022/2023"
"10","Bayer Leverdure","HERTA VERNELLO",67.5,"57","1","0","1-0","2022/2023"
"10","FC Tigrotto","SS FelLazio",67,"70","1","2","1-2","2022/2023"
"10","Joe Gage FC","Aston Pirla",75.5,"65.5","3","0","3-0","2022/2023"
"10","Zoggiathebest99 Team","AF Antastica",82,"76","5","3","5-3","2022/2023"
"10","Tettenham","Sbocca Juniors",64.5,"79.5","0","4","0-4","2022/2023"
"11","HERTA VERNELLO","FC Tigrotto",68,"74.5","1","3","1-3","2022/2023"
"11","Sbocca Juniors","Zoggiathebest99 Team",68,"65","1","0","1-0","2022/2023"
"11","Aston Pirla","Tettenham",73.5,"61.5","2","0","2-0","2022/2023"
"11","AF Antastica","Joe Gage FC",69.5,"68.5","1","1","1-1","2022/2023"
"11","SS FelLazio","Bayer Leverdure",81,"62.5","4","0","4-0","2022/2023"
"12","Tettenham","HERTA VERNELLO",64.5,"68","0","1","0-1","2022/2023"
"12","Zoggiathebest99 Team","Bayer Leverdure",72,"71","2","2","2-2","2022/2023"
"12","FC Tigrotto","Joe Gage FC",77,"66","3","1","3-1","2022/2023"
"12","SS FelLazio","Aston Pirla",67,"74","1","3","1-3","2022/2023"
"12","AF Antastica","Sbocca Juniors",71.5,"70","2","2","2-2","2022/2023"
"13","Tettenham","FC Tigrotto",74,"65.5","3","0","3-0","2022/2023"
"13","Joe Gage FC","HERTA VERNELLO",74.5,"63.5","3","0","3-0","2022/2023"
"13","Bayer Leverdure","AF Antastica",58,"72.5","0","2","0-2","2022/2023"
"13","Sbocca Juniors","SS FelLazio",68,"66.5","1","1","1-1","2022/2023"
"13","Aston Pirla","Zoggiathebest99 Team",67.5,"64","1","0","1-0","2022/2023"
"14","Bayer Leverdure","Tettenham",71,"65.5","2","0","2-0","2022/2023"
"14","FC Tigrotto","Aston Pirla",87,"62","6","0","6-0","2022/2023"
"14","AF Antastica","SS FelLazio",79,"69.5","4","1","4-1","2022/2023"
"14","Joe Gage FC","Zoggiathebest99 Team",82.5,"62.5","5","0","5-0","2022/2023"
"14","HERTA VERNELLO","Sbocca Juniors",65,"69.5","0","1","0-1","2022/2023"
"15","Zoggiathebest99 Team","Tettenham",67.5,"71.5","1","2","1-2","2022/2023"
"15","Aston Pirla","Bayer Leverdure",68,"61","1","0","1-0","2022/2023"
"15","Sbocca Juniors","FC Tigrotto",80,"71.5","4","2","4-2","2022/2023"
"15","SS FelLazio","Joe Gage FC",75,"75.5","3","3","3-3","2022/2023"
"15","AF Antastica","HERTA VERNELLO",63,"57.5","0","0","0-0","2022/2023"
"16","Tettenham","AF Antastica",72,"79","2","4","2-4","2022/2023"
"16","SS FelLazio","Zoggiathebest99 Team",71,"69","2","1","2-1","2022/2023"
"16","FC Tigrotto","Bayer Leverdure",78,"61","4","0","4-0","2022/2023"
"16","Joe Gage FC","Sbocca Juniors",83.5,"66.5","5","1","5-1","2022/2023"
"16","HERTA VERNELLO","Aston Pirla",74,"57.5","3","0","3-0","2022/2023"
"17","Bayer Leverdure","Sbocca Juniors",60.5,"66","0","1","0-1","2022/2023"
"17","FC Tigrotto","Zoggiathebest99 Team",77,"66","3","1","3-1","2022/2023"
"17","HERTA VERNELLO","SS FelLazio",58,"75","0","3","0-3","2022/2023"
"17","Aston Pirla","AF Antastica",78.5,"77","4","3","4-3","2022/2023"
"17","Tettenham","Joe Gage FC",77.5,"66","3","1","3-1","2022/2023"
"18","Sbocca Juniors","Aston Pirla",67.5,"63","1","0","1-0","2022/2023"
"18","SS FelLazio","Tettenham",49,"72","0","2","0-2","2022/2023"
"18","AF Antastica","FC Tigrotto",63.5,"72","0","2","0-2","2022/2023"
"18","Joe Gage FC","Bayer Leverdure",62.5,"46","0","0","0-0","2022/2023"
"18","Zoggiathebest99 Team","HERTA VERNELLO",66.5,"70.5","1","2","1-2","2022/2023"
"19","SS FelLazio","Aston Pirla",63,"77","0","3","0-3","2022/2023"
"19","FC Tigrotto","HERTA VERNELLO",75,"76.5","3","3","3-3","2022/2023"
"19","Bayer Leverdure","AF Antastica",67,"73","1","2","1-2","2022/2023"
"19","Tettenham","Zoggiathebest99 Team",74.5,"72.5","3","2","3-2","2022/2023"
"19","Joe Gage FC","Sbocca Juniors",66,"70","1","2","1-2","2022/2023"
"20","HERTA VERNELLO","SS FelLazio",64,"67","0","1","0-1","2022/2023"
"20","Zoggiathebest99 Team","Joe Gage FC",68.5,"71.5","1","2","1-2","2022/2023"
"20","AF Antastica","Tettenham",72,"75","2","3","2-3","2022/2023"
"20","Aston Pirla","Bayer Leverdure",76,"72.5","3","2","3-2","2022/2023"
"20","Sbocca Juniors","FC Tigrotto",68,"78.5","1","4","1-4","2022/2023"
"21","SS FelLazio","Sbocca Juniors",68.5,"73.5","1","2","1-2","2022/2023"
"21","FC Tigrotto","Zoggiathebest99 Team",68,"74","1","3","1-3","2022/2023"
"21","Bayer Leverdure","HERTA VERNELLO",62,"65.5","0","0","0-0","2022/2023"
"21","Aston Pirla","AF Antastica",64.5,"74.5","0","3","0-3","2022/2023"
"21","Joe Gage FC","Tettenham",62.5,"75","0","3","0-3","2022/2023"
"22","HERTA VERNELLO","Aston Pirla",70.5,"82","2","5","2-5","2022/2023"
"22","Tettenham","FC Tigrotto",71.5,"69","2","1","2-1","2022/2023"
"22","Zoggiathebest99 Team","SS FelLazio",0,"0","0","0","0-0","2022/2023"
"22","AF Antastica","Joe Gage FC",89,"59","6","0","6-0","2022/2023"
"22","Sbocca Juniors","Bayer Leverdure",71,"66.5","2","1","2-1","2022/2023"
"23","SS FelLazio","Tettenham",63.5,"74","0","3","0-3","2022/2023"
"23","FC Tigrotto","Joe Gage FC",78,"72.5","4","2","4-2","2022/2023"
"23","HERTA VERNELLO","AF Antastica",68.5,"79.5","1","4","1-4","2022/2023"
"23","Bayer Leverdure","Zoggiathebest99 Team",66.5,"64","1","0","1-0","2022/2023"
"23","Aston Pirla","Sbocca Juniors",68,"69","1","1","1-1","2022/2023"
"24","Tettenham","Bayer Leverdure",65,"83.5","0","5","0-5","2022/2023"
"24","Zoggiathebest99 Team","Aston Pirla",62.5,"69.5","0","1","0-1","2022/2023"
"24","AF Antastica","FC Tigrotto",56.5,"63","0","0","0-0","2022/2023"
"24","Sbocca Juniors","HERTA VERNELLO",76.5,"76.5","3","3","3-3","2022/2023"
"24","Joe Gage FC","SS FelLazio",63,"81","0","4","0-4","2022/2023"
"25","SS FelLazio","FC Tigrotto",71.5,"82","2","5","2-5","2022/2023"
"25","HERTA VERNELLO","Zoggiathebest99 Team",64.5,"67.5","0","1","0-1","2022/2023"
"25","Bayer Leverdure","Joe Gage FC",64,"68","0","1","0-1","2022/2023"
"25","Aston Pirla","Tettenham",66,"61","1","0","1-0","2022/2023"
"25","Sbocca Juniors","AF Antastica",69,"72","1","2","1-2","2022/2023"
"26","SS FelLazio","AF Antastica",65.5,"68.5","0","1","0-1","2022/2023"
"26","FC Tigrotto","Bayer Leverdure",72,"62","2","0","2-0","2022/2023"
"26","Tettenham","HERTA VERNELLO",65.5,"72.5","0","2","0-2","2022/2023"
"26","Zoggiathebest99 Team","Sbocca Juniors",64,"70","0","2","0-2","2022/2023"
"26","Joe Gage FC","Aston Pirla",77.5,"63.5","3","0","3-0","2022/2023"
"27","HERTA VERNELLO","Joe Gage FC",64.5,"68","0","1","0-1","2022/2023"
"27","Bayer Leverdure","SS FelLazio",78.5,"64","4","0","4-0","2022/2023"
"27","AF Antastica","Zoggiathebest99 Team",69,"73","1","2","1-2","2022/2023"
"27","Aston Pirla","FC Tigrotto",65.5,"71","0","2","0-2","2022/2023"
"27","Sbocca Juniors","Tettenham",68.5,"67","1","1","1-1","2022/2023"
"28","SS FelLazio","HERTA VERNELLO",66.5,"76.5","1","3","1-3","2022/2023"
"28","FC Tigrotto","Tettenham",65,"68.5","0","1","0-1","2022/2023"
"28","AF Antastica","Sbocca Juniors",75,"73","3","2","3-2","2022/2023"
"28","Aston Pirla","Zoggiathebest99 Team",59.5,"73","0","2","0-2","2022/2023"
"28","Joe Gage FC","Bayer Leverdure",76.5,"65.5","3","0","3-0","2022/2023"
"29","HERTA VERNELLO","FC Tigrotto",74.5,"87","3","6","3-6","2022/2023"
"29","Bayer Leverdure","Aston Pirla",68,"61.5","1","0","1-0","2022/2023"
"29","Sbocca Juniors","Joe Gage FC",79.5,"79","4","4","4-4","2022/2023"
"29","Zoggiathebest99 Team","AF Antastica",56,"76","0","3","0-3","2022/2023"
"29","Tettenham","SS FelLazio",70,"71","2","2","2-2","2022/2023"
"30","Joe Gage FC","HERTA VERNELLO",68,"62","1","0","1-0","2022/2023"
"30","Aston Pirla","SS FelLazio",65,"61.5","0","0","0-0","2022/2023"
"30","FC Tigrotto","AF Antastica",67.5,"71","1","2","1-2","2022/2023"
"30","Tettenham","Sbocca Juniors",75.5,"67.5","3","1","3-1","2022/2023"
"30","Zoggiathebest99 Team","Bayer Leverdure",76,"69.5","3","1","3-1","2022/2023"
"31","Joe Gage FC","FC Tigrotto",72.5,"61.5","2","0","2-0","2022/2023"
"31","AF Antastica","HERTA VERNELLO",62.5,"69","0","1","0-1","2022/2023"
"31","SS FelLazio","Zoggiathebest99 Team",66.5,"73","1","2","1-2","2022/2023"
"31","Bayer Leverdure","Tettenham",66.5,"71","1","2","1-2","2022/2023"
"31","Sbocca Juniors","Aston Pirla",66,"64.5","1","0","1-0","2022/2023"
"32","SS FelLazio","Joe Gage FC",64,"66","0","1","0-1","2022/2023"
"32","FC Tigrotto","Sbocca Juniors",78,"68","4","1","4-1","2022/2023"
"32","Zoggiathebest99 Team","Tettenham",72.5,"84.5","2","5","2-5","2022/2023"
"32","AF Antastica","Aston Pirla",74.5,"67.5","3","1","3-1","2022/2023"
"32","HERTA VERNELLO","Bayer Leverdure",93.5,"70.5","7","2","7-2","2022/2023"
"33","Aston Pirla","Joe Gage FC",63.5,"74","0","3","0-3","2022/2023"
"33","Sbocca Juniors","SS FelLazio",74.5,"64.5","3","0","3-0","2022/2023"
"33","Bayer Leverdure","FC Tigrotto",69.5,"77.5","1","3","1-3","2022/2023"
"33","Tettenham","AF Antastica",71,"69.5","2","1","2-1","2022/2023"
"33","Zoggiathebest99 Team","HERTA VERNELLO",71.5,"71","2","2","2-2","2022/2023"
"34","Joe Gage FC","Zoggiathebest99 Team",63,"71.5","0","2","0-2","2022/2023"
"34","Tettenham","Aston Pirla",70,"72.5","2","2","2-2","2022/2023"
"34","FC Tigrotto","SS FelLazio",91,"63.5","7","0","7-0","2022/2023"
"34","AF Antastica","Bayer Leverdure",69.5,"76.5","1","3","1-3","2022/2023"
"34","HERTA VERNELLO","Sbocca Juniors",77,"71.5","3","2","3-2","2022/2023"
"1","Fc Scrotone","Sbocca Juniors",77.5,"0","3","0","3-0","2023/2024"
"1","Tettenham","Al Bacaro",63,"62","0","0","0-0","2023/2024"
"1","Joe Gage FC","FC Tigrotto",73,"67","2","1","2-1","2023/2024"
"1","Herta Vernello","Zoggiathebest99 Team",71,"68.5","2","1","2-1","2023/2024"
"1","Aston Pirla","AF Antastica",72.5,"82","2","5","2-5","2023/2024"
"2","Al Bacaro","Fc Scrotone",70.5,"80","2","4","2-4","2023/2024"
"2","Zoggiathebest99 Team","Aston Pirla",68,"65","1","0","1-0","2023/2024"
"2","FC Tigrotto","Herta Vernello",73.5,"69.5","2","1","2-1","2023/2024"
"2","Sbocca Juniors","Joe Gage FC",67,"76","1","3","1-3","2023/2024"
"2","AF Antastica","Tettenham",98,"76","9","3","9-3","2023/2024"
"3","Fc Scrotone","AF Antastica",66,"76","1","3","1-3","2023/2024"
"3","Tettenham","Zoggiathebest99 Team",76.5,"62","3","0","3-0","2023/2024"
"3","Joe Gage FC","Al Bacaro",58.5,"70","0","2","0-2","2023/2024"
"3","Sbocca Juniors","FC Tigrotto",63,"68","0","1","0-1","2023/2024"
"3","Aston Pirla","Herta Vernello",76,"64","3","0","3-0","2023/2024"
"4","Al Bacaro","Sbocca Juniors",78.5,"68.5","4","1","4-1","2023/2024"
"4","Herta Vernello","Tettenham",69.5,"67.5","1","1","1-1","2023/2024"
"4","Zoggiathebest99 Team","Fc Scrotone",65.5,"60.5","0","0","0-0","2023/2024"
"4","FC Tigrotto","Aston Pirla",76,"75.5","3","3","3-3","2023/2024"
"4","AF Antastica","Joe Gage FC",61.5,"72","0","2","0-2","2023/2024"
"5","Fc Scrotone","Herta Vernello",69.5,"74.5","1","3","1-3","2023/2024"
"5","Tettenham","Aston Pirla",64.5,"70","0","2","0-2","2023/2024"
"5","Al Bacaro","FC Tigrotto",61,"72","0","2","0-2","2023/2024"
"5","Joe Gage FC","Zoggiathebest99 Team",65,"73.5","0","2","0-2","2023/2024"
"5","Sbocca Juniors","AF Antastica",79.5,"82.5","4","5","4-5","2023/2024"
"6","Herta Vernello","Joe Gage FC",68,"70.5","1","2","1-2","2023/2024"
"6","Zoggiathebest99 Team","Sbocca Juniors",70.5,"79.5","2","4","2-4","2023/2024"
"6","FC Tigrotto","Tettenham",73.5,"69.5","2","1","2-1","2023/2024"
"6","AF Antastica","Al Bacaro",69,"75","1","3","1-3","2023/2024"
"6","Aston Pirla","Fc Scrotone",76.5,"65","3","0","3-0","2023/2024"
"7","Fc Scrotone","Tettenham",68,"77","1","3","1-3","2023/2024"
"7","Al Bacaro","Zoggiathebest99 Team",64,"70","0","2","0-2","2023/2024"
"7","Joe Gage FC","Aston Pirla",74,"71","3","2","3-2","2023/2024"
"7","Sbocca Juniors","Herta Vernello",72,"80.5","2","4","2-4","2023/2024"
"7","AF Antastica","FC Tigrotto",74.5,"66.5","3","1","3-1","2023/2024"
"8","Fc Scrotone","FC Tigrotto",75,"66.5","3","1","3-1","2023/2024"
"8","Tettenham","Joe Gage FC",82.5,"78.5","5","4","5-4","2023/2024"
"8","Herta Vernello","Al Bacaro",71.5,"64.5","2","0","2-0","2023/2024"
"8","Zoggiathebest99 Team","AF Antastica",76.5,"67.5","3","1","3-1","2023/2024"
"8","Aston Pirla","Sbocca Juniors",66.5,"65.5","1","0","1-0","2023/2024"
"9","Al Bacaro","Aston Pirla",62.5,"66","0","1","0-1","2023/2024"
"9","Joe Gage FC","Fc Scrotone",75,"67.5","3","1","3-1","2023/2024"
"9","FC Tigrotto","Zoggiathebest99 Team",69,"73.5","1","2","1-2","2023/2024"
"9","Sbocca Juniors","Tettenham",62.5,"67","0","1","0-1","2023/2024"
"9","AF Antastica","Herta Vernello",81,"70.5","4","2","4-2","2023/2024"
"10","Fc Scrotone","Al Bacaro",70,"68.5","2","1","2-1","2023/2024"
"10","Tettenham","Herta Vernello",68.5,"69.5","1","1","1-1","2023/2024"
"10","FC Tigrotto","AF Antastica",69.5,"75","1","3","1-3","2023/2024"
"10","Sbocca Juniors","Zoggiathebest99 Team",65.5,"64","0","0","0-0","2023/2024"
"10","Aston Pirla","Joe Gage FC",75,"71.5","3","2","3-2","2023/2024"
"11","Al Bacaro","Tettenham",67.5,"73.5","1","2","1-2","2023/2024"
"11","Joe Gage FC","Sbocca Juniors",64,"64.5","0","0","0-0","2023/2024"
"11","AF Antastica","Aston Pirla",70.5,"76","2","3","2-3","2023/2024"
"11","Zoggiathebest99 Team","FC Tigrotto",73,"79","2","4","2-4","2023/2024"
"11","Herta Vernello","Fc Scrotone",65.5,"79","0","4","0-4","2023/2024"
"12","Aston Pirla","Al Bacaro",80.5,"63","4","0","4-0","2023/2024"
"12","Sbocca Juniors","Fc Scrotone",70,"70","2","2","2-2","2023/2024"
"12","Tettenham","FC Tigrotto",69,"66","1","1","1-1","2023/2024"
"12","Herta Vernello","AF Antastica",78.5,"69.5","4","1","4-1","2023/2024"
"12","Zoggiathebest99 Team","Joe Gage FC",87,"72.5","6","2","6-2","2023/2024"
"13","Aston Pirla","Tettenham",69,"69","1","1","1-1","2023/2024"
"13","FC Tigrotto","Al Bacaro",63.5,"58","0","0","0-0","2023/2024"
"13","Fc Scrotone","Zoggiathebest99 Team",70.5,"72.5","2","2","2-2","2023/2024"
"13","Joe Gage FC","Herta Vernello",67,"68.5","1","1","1-1","2023/2024"
"13","AF Antastica","Sbocca Juniors",78.5,"71.5","4","2","4-2","2023/2024"
"14","Fc Scrotone","Aston Pirla",63.5,"84","0","5","0-5","2023/2024"
"14","Tettenham","AF Antastica",73,"74","2","3","2-3","2023/2024"
"14","Zoggiathebest99 Team","Herta Vernello",74.5,"74.5","3","3","3-3","2023/2024"
"14","FC Tigrotto","Sbocca Juniors",72.5,"66.5","2","1","2-1","2023/2024"
"14","Al Bacaro","Joe Gage FC",70.5,"70","2","2","2-2","2023/2024"
"15","Sbocca Juniors","Aston Pirla",68,"61.5","1","0","1-0","2023/2024"
"15","AF Antastica","Fc Scrotone",76.5,"61","3","0","3-0","2023/2024"
"15","Joe Gage FC","Tettenham",70.5,"68.5","2","1","2-1","2023/2024"
"15","Herta Vernello","FC Tigrotto",78,"81","4","4","4-4","2023/2024"
"15","Zoggiathebest99 Team","Al Bacaro",72,"73.5","2","2","2-2","2023/2024"
"16","Aston Pirla","Zoggiathebest99 Team",64,"77","0","3","0-3","2023/2024"
"16","Herta Vernello","Sbocca Juniors",68,"67.5","1","1","1-1","2023/2024"
"16","Tettenham","Fc Scrotone",75,"63","3","0","3-0","2023/2024"
"16","FC Tigrotto","Joe Gage FC",74.5,"66","3","1","3-1","2023/2024"
"16","Al Bacaro","AF Antastica",69,"67","1","1","1-1","2023/2024"
"17","Fc Scrotone","Joe Gage FC",63.5,"79.5","0","4","0-4","2023/2024"
"17","Tettenham","Sbocca Juniors",68,"70","1","2","1-2","2023/2024"
"17","Al Bacaro","Herta Vernello",72,"66","2","1","2-1","2023/2024"
"17","AF Antastica","Zoggiathebest99 Team",79.5,"69","4","1","4-1","2023/2024"
"17","Aston Pirla","FC Tigrotto",61,"65","0","0","0-0","2023/2024"
"18","Joe Gage FC","AF Antastica",71,"85","2","5","2-5","2023/2024"
"18","Herta Vernello","Aston Pirla",76,"64","3","0","3-0","2023/2024"
"18","Zoggiathebest99 Team","Tettenham",77.5,"90","3","7","3-7","2023/2024"
"18","FC Tigrotto","Fc Scrotone",71.5,"72.5","2","2","2-2","2023/2024"
"18","Sbocca Juniors","Al Bacaro",74.5,"70.5","3","2","3-2","2023/2024"
"19","Herta Vernello","Sbocca Juniors",69,"74","1","3","1-3","2023/2024"
"19","FC Tigrotto","Joe Gage FC",81,"86.5","4","6","4-6","2023/2024"
"19","Fc Scrotone","Zoggiathebest99 Team",66.5,"71","1","2","1-2","2023/2024"
"19","AF Antastica","Aston Pirla",70.5,"68.5","2","1","2-1","2023/2024"
"19","Al Bacaro","Tettenham",84.5,"77","5","3","5-3","2023/2024"
"20","Joe Gage FC","Herta Vernello",74.5,"68","3","1","3-1","2023/2024"
"20","Aston Pirla","Al Bacaro",75,"74","3","3","3-3","2023/2024"
"20","Zoggiathebest99 Team","AF Antastica",69.5,"71","1","2","1-2","2023/2024"
"20","Sbocca Juniors","Fc Scrotone",69.5,"72.5","1","2","1-2","2023/2024"
"20","Tettenham","FC Tigrotto",64,"77","0","3","0-3","2023/2024"
"21","Herta Vernello","Tettenham",74,"74.5","3","3","3-3","2023/2024"
"21","FC Tigrotto","Aston Pirla",68,"70","1","2","1-2","2023/2024"
"21","Fc Scrotone","Joe Gage FC",72,"68","2","1","2-1","2023/2024"
"21","Sbocca Juniors","Zoggiathebest99 Team",67.5,"73","1","2","1-2","2023/2024"
"21","Al Bacaro","AF Antastica",66,"73","1","2","1-2","2023/2024"
"22","Joe Gage FC","Sbocca Juniors",71,"66.5","2","1","2-1","2023/2024"
"22","AF Antastica","FC Tigrotto",83.5,"69","5","1","5-1","2023/2024"
"22","Aston Pirla","Herta Vernello",72,"78.5","2","4","2-4","2023/2024"
"22","Zoggiathebest99 Team","Al Bacaro",82,"56.5","5","0","5-0","2023/2024"
"22","Tettenham","Fc Scrotone",84,"67.5","5","1","5-1","2023/2024"
"23","Herta Vernello","AF Antastica",72.5,"66","2","1","2-1","2023/2024"
"23","FC Tigrotto","Al Bacaro",76,"81","3","4","3-4","2023/2024"
"23","Joe Gage FC","Zoggiathebest99 Team",67.5,"74.5","1","3","1-3","2023/2024"
"23","Fc Scrotone","Aston Pirla",68.5,"68.5","1","1","1-1","2023/2024"
"23","Sbocca Juniors","Tettenham",73.5,"77","2","3","2-3","2023/2024"
"24","AF Antastica","Fc Scrotone",70,"86","2","6","2-6","2023/2024"
"24","Aston Pirla","Sbocca Juniors",75.5,"63.5","3","0","3-0","2023/2024"
"24","Zoggiathebest99 Team","FC Tigrotto",68.5,"72","1","2","1-2","2023/2024"
"24","Tettenham","Joe Gage FC",68,"72.5","1","2","1-2","2023/2024"
"24","Al Bacaro","Herta Vernello",77,"67","3","1","3-1","2023/2024"
"25","Herta Vernello","FC Tigrotto",65.5,"63","0","0","0-0","2023/2024"
"25","Joe Gage FC","Aston Pirla",59,"78","0","4","0-4","2023/2024"
"25","Fc Scrotone","Al Bacaro",70,"69","2","1","2-1","2023/2024"
"25","Sbocca Juniors","AF Antastica",71,"71","2","2","2-2","2023/2024"
"25","Tettenham","Zoggiathebest99 Team",71.5,"65.5","2","0","2-0","2023/2024"
"26","Herta Vernello","Zoggiathebest99 Team",72.5,"67.5","2","1","2-1","2023/2024"
"26","FC Tigrotto","Fc Scrotone",75.5,"70","3","2","3-2","2023/2024"
"26","AF Antastica","Joe Gage FC",67.5,"75.5","1","3","1-3","2023/2024"
"26","Aston Pirla","Tettenham",67,"63","1","0","1-0","2023/2024"
"26","Al Bacaro","Sbocca Juniors",73,"72","2","2","2-2","2023/2024"
"27","Joe Gage FC","Al Bacaro",77.5,"68","3","1","3-1","2023/2024"
"27","Fc Scrotone","Herta Vernello",73,"68","2","1","2-1","2023/2024"
"27","Zoggiathebest99 Team","Aston Pirla",67.5,"77","1","3","1-3","2023/2024"
"27","Sbocca Juniors","FC Tigrotto",72,"66","2","1","2-1","2023/2024"
"27","Tettenham","AF Antastica",69.5,"73.5","1","2","1-2","2023/2024"
"28","Herta Vernello","Joe Gage FC",75.5,"74","3","3","3-3","2023/2024"
"28","FC Tigrotto","AF Antastica",67,"67","1","1","1-1","2023/2024"
"28","Zoggiathebest99 Team","Tettenham",69.5,"68.5","1","1","1-1","2023/2024"
"28","Sbocca Juniors","Aston Pirla",68.5,"74.5","1","3","1-3","2023/2024"
"28","Al Bacaro","Fc Scrotone",69,"73.5","1","2","1-2","2023/2024"
"29","Joe Gage FC","FC Tigrotto",71.5,"71.5","2","2","2-2","2023/2024"
"29","Fc Scrotone","Sbocca Juniors",74,"67.5","3","1","3-1","2023/2024"
"29","Tettenham","Al Bacaro",78.5,"74","4","3","4-3","2023/2024"
"29","Aston Pirla","Zoggiathebest99 Team",74,"76","3","3","3-3","2023/2024"
"29","AF Antastica","Herta Vernello",71,"68","2","1","2-1","2023/2024"
"30","Al Bacaro","Joe Gage FC",64.5,"80","0","4","0-4","2023/2024"
"30","Sbocca Juniors","Herta Vernello",73,"81.5","2","4","2-4","2023/2024"
"30","FC Tigrotto","Zoggiathebest99 Team",72.5,"68.5","2","1","2-1","2023/2024"
"30","AF Antastica","Tettenham",73.5,"65","2","0","2-0","2023/2024"
"30","Aston Pirla","Fc Scrotone",57.5,"80","0","4","0-4","2023/2024"
"31","Al Bacaro","FC Tigrotto",69.5,"62.5","1","0","1-0","2023/2024"
"31","Zoggiathebest99 Team","Joe Gage FC",69,"70.5","1","2","1-2","2023/2024"
"31","Herta Vernello","Aston Pirla",77,"66.5","3","1","3-1","2023/2024"
"31","Fc Scrotone","AF Antastica",67.5,"67.5","1","1","1-1","2023/2024"
"31","Tettenham","Sbocca Juniors",62,"58","0","0","0-0","2023/2024"
"32","Herta Vernello","Al Bacaro",67,"72.5","1","2","1-2","2023/2024"
"32","FC Tigrotto","Tettenham",77.5,"68.5","3","1","3-1","2023/2024"
"32","Aston Pirla","AF Antastica",64,"79","0","4","0-4","2023/2024"
"32","Zoggiathebest99 Team","Sbocca Juniors",73.5,"77.5","2","3","2-3","2023/2024"
"32","Joe Gage FC","Fc Scrotone",71,"67","2","1","2-1","2023/2024"
"33","Sbocca Juniors","Al Bacaro",68.5,"63.5","1","0","1-0","2023/2024"
"33","Tettenham","Herta Vernello",63,"70.5","0","2","0-2","2023/2024"
"33","Fc Scrotone","FC Tigrotto",67.5,"66","1","1","1-1","2023/2024"
"33","AF Antastica","Zoggiathebest99 Team",69,"67","1","1","1-1","2023/2024"
"33","Aston Pirla","Joe Gage FC",58,"78","0","4","0-4","2023/2024"
"34","Al Bacaro","Aston Pirla",69.5,"71.5","1","2","1-2","2023/2024"
"34","AF Antastica","Sbocca Juniors",76.5,"83","3","5","3-5","2023/2024"
"34","FC Tigrotto","Herta Vernello",57.5,"83.5","0","5","0-5","2023/2024"
"34","Zoggiathebest99 Team","Fc Scrotone",74.5,"68","3","1","3-1","2023/2024"
"34","Joe Gage FC","Tettenham",67,"66","1","1","1-1","2023/2024"
"35","Herta Vernello","Fc Scrotone",63,"75","0","3","0-3","2023/2024"
"35","FC Tigrotto","Sbocca Juniors",74,"71","3","2","3-2","2023/2024"
"35","Joe Gage FC","AF Antastica",66,"61","1","0","1-0","2023/2024"
"35","Tettenham","Aston Pirla",48,"80.5","0","4","0-4","2023/2024"
"35","Al Bacaro","Zoggiathebest99 Team",66.5,"68","1","1","1-1","2023/2024"
"36","Fc Scrotone","Tettenham",68.5,"74.5","1","3","1-3","2023/2024"
"36","AF Antastica","Al Bacaro",55,"70.5","0","2","0-2","2023/2024"
"36","Aston Pirla","FC Tigrotto",63.5,"67.5","0","1","0-1","2023/2024"
"36","Zoggiathebest99 Team","Herta Vernello",82.5,"81","5","4","5-4","2023/2024"
"36","Sbocca Juniors","Joe Gage FC",74,"67","3","1","3-1","2023/2024"
